loan_id,customer_id,product_type,plafond,tenor_months,interest_rate,disbursed_at,status,dpd,is_default,outstanding,updated_at
LOAN0003921,CUST000815,Tunaiku KTA,25000000,12,19.58,2025-04-13,LANCAR,0,0,13025813,2025-09-24 00:00:00
LOAN0003922,CUST002499,Tunaiku Mikro,10000000,6,18.43,2023-04-17,LANCAR,0,0,3845459,2023-10-31 00:00:00
LOAN0003923,CUST003153,SMB Invoice Financing,2000000,6,24.62,2024-07-30,LANCAR,0,0,982488,2025-03-28 00:00:00
LOAN0003924,CUST000553,Tunaiku KTA,5000000,12,18.44,2024-07-23,DPD90,95,1,4019573,2025-01-25 00:00:00
LOAN0003925,CUST004685,Tunaiku KTA,50000000,6,34.21,2025-12-19,LANCAR,0,0,44719228,2026-04-11 00:00:00
LOAN0003926,CUST000047,SMB Modal Usaha,2000000,6,25.76,2025-08-27,LANCAR,0,0,554010,2026-04-03 00:00:00
LOAN0003927,CUST001153,SMB Modal Usaha,10000000,18,32.13,2024-09-05,LANCAR,0,0,4446969,2024-11-16 00:00:00
LOAN0003928,CUST003003,Tunaiku Mikro,50000000,6,15.13,2022-06-29,LANCAR,0,0,34214572,2022-11-01 00:00:00
LOAN0003929,CUST001057,Tunaiku Mikro,5000000,24,12.23,2025-07-27,LUNAS,0,0,0,2025-12-15 00:00:00
LOAN0003930,CUST004277,Tunaiku Mikro,10000000,36,26.51,2025-12-04,LANCAR,0,0,8987608,2026-02-28 00:00:00
LOAN0003931,CUST003400,Tunaiku Mikro,10000000,6,13.02,2024-09-20,LANCAR,0,0,8591176,2025-03-10 00:00:00
LOAN0003932,CUST000728,Tunaiku KTA,25000000,12,29.81,2024-08-21,LANCAR,0,0,3377578,2024-12-23 00:00:00
LOAN0003933,CUST001882,Tunaiku KTA,50000000,12,17.91,2025-10-18,LANCAR,0,0,28009491,2025-11-01 00:00:00
LOAN0003934,CUST002473,Tunaiku Mikro,5000000,6,26.9,2023-06-11,LUNAS,0,0,0,2024-07-07 00:00:00
LOAN0003935,CUST001950,Tunaiku KTA,5000000,3,28.82,2022-01-14,LUNAS,0,0,0,2022-05-21 00:00:00
LOAN0003936,CUST000018,Tunaiku KTA,10000000,12,35.18,2024-06-12,DPD30,35,1,9992043,2024-09-10 00:00:00
LOAN0003937,CUST001453,Tunaiku KTA,50000000,12,31.0,2026-01-20,LUNAS,0,0,0,2026-05-13 00:00:00
LOAN0003938,CUST001325,Tunaiku KTA,2000000,36,17.86,2025-04-07,DPD90,95,1,410528,2026-01-02 00:00:00
LOAN0003939,CUST004762,Tunaiku Mikro,100000000,18,29.76,2022-08-15,DPD90,95,1,28845032,2023-04-29 00:00:00
LOAN0003940,CUST004526,Tunaiku Mikro,5000000,6,15.44,2025-02-23,LANCAR,0,0,2149382,2025-09-07 00:00:00
LOAN0003941,CUST004697,Tunaiku Mikro,2000000,36,21.9,2024-03-17,LUNAS,0,0,0,2024-07-16 00:00:00
LOAN0003942,CUST000182,SMB Modal Usaha,10000000,12,15.45,2025-11-25,LANCAR,0,0,8338641,2026-03-07 00:00:00
LOAN0003943,CUST001041,SMB Invoice Financing,10000000,24,23.05,2024-12-17,LANCAR,0,0,1090277,2025-12-11 00:00:00
LOAN0003944,CUST001706,Tunaiku KTA,2000000,18,12.91,2022-03-28,LANCAR,0,0,718888,2022-06-05 00:00:00
LOAN0003945,CUST004357,Tunaiku Mikro,10000000,6,30.54,2022-06-07,LANCAR,0,0,4703725,2023-03-09 00:00:00
LOAN0003946,CUST001101,Tunaiku Mikro,5000000,12,14.35,2023-10-08,LANCAR,0,0,537139,2024-01-28 00:00:00
LOAN0003947,CUST002060,Tunaiku Mikro,10000000,3,33.63,2023-08-24,LANCAR,0,0,6605445,2023-12-03 00:00:00
LOAN0003948,CUST001317,Tunaiku KTA,10000000,3,13.92,2026-01-23,LANCAR,0,0,6994487,2026-10-01 00:00:00
LOAN0003949,CUST000018,Tunaiku Mikro,5000000,3,26.13,2022-05-03,LANCAR,0,0,1128308,2023-03-05 00:00:00
LOAN0003950,CUST003714,Tunaiku KTA,2000000,12,13.64,2025-02-27,LUNAS,0,0,0,2025-08-15 00:00:00
LOAN0003951,CUST004478,Tunaiku Mikro,100000000,18,21.75,2023-10-13,LANCAR,0,0,62227272,2024-10-01 00:00:00
LOAN0003952,CUST003785,Tunaiku KTA,10000000,18,29.65,2023-08-23,LANCAR,0,0,2938464,2024-09-21 00:00:00
LOAN0003953,CUST003766,Tunaiku Mikro,2000000,6,29.83,2023-03-25,LANCAR,0,0,1187168,2023-09-24 00:00:00
LOAN0003954,CUST001238,SMB Invoice Financing,2000000,18,33.18,2023-12-17,LANCAR,0,0,252633,2024-06-04 00:00:00
LOAN0003955,CUST004320,Tunaiku KTA,50000000,3,12.45,2024-03-16,DPD90,95,1,5931903,2025-01-14 00:00:00
LOAN0003956,CUST003141,Tunaiku KTA,50000000,12,21.06,2023-07-24,LANCAR,0,0,14443541,2023-12-11 00:00:00
LOAN0003957,CUST002237,SMB Modal Usaha,2000000,36,24.06,2022-03-01,LANCAR,0,0,1771892,2022-10-14 00:00:00
LOAN0003958,CUST001077,Tunaiku Mikro,2000000,24,12.46,2024-03-17,LUNAS,0,0,0,2024-07-20 00:00:00
LOAN0003959,CUST001530,Tunaiku KTA,50000000,24,16.18,2023-04-07,DPD30,35,1,47642779,2023-11-01 00:00:00
LOAN0003960,CUST000872,Tunaiku KTA,100000000,24,15.91,2022-08-06,LANCAR,0,0,68900944,2023-02-19 00:00:00
LOAN0003961,CUST000877,Tunaiku Mikro,5000000,24,30.85,2024-10-04,DPD30,35,1,922233,2025-07-03 00:00:00
LOAN0003962,CUST002497,Tunaiku Mikro,10000000,36,12.87,2022-10-22,LANCAR,0,0,3991712,2023-03-07 00:00:00
LOAN0003963,CUST002252,Tunaiku Mikro,2000000,36,13.83,2025-01-06,LANCAR,0,0,1579309,2025-02-06 00:00:00
LOAN0003964,CUST001926,Tunaiku Mikro,25000000,18,12.37,2025-02-26,LUNAS,0,0,0,2025-05-11 00:00:00
LOAN0003965,CUST003721,Tunaiku KTA,5000000,24,23.75,2026-01-10,LANCAR,0,0,4783523,2027-01-27 00:00:00
LOAN0003966,CUST000832,Tunaiku Mikro,2000000,24,16.86,2023-08-25,LANCAR,0,0,474030,2024-05-15 00:00:00
LOAN0003967,CUST004606,Tunaiku KTA,5000000,12,29.73,2022-11-18,LANCAR,0,0,2386669,2023-05-19 00:00:00
LOAN0003968,CUST003229,SMB Modal Usaha,10000000,12,12.8,2025-04-28,LANCAR,0,0,6202886,2026-01-29 00:00:00
LOAN0003969,CUST004609,Tunaiku KTA,25000000,24,32.51,2022-01-29,LANCAR,0,0,8712530,2022-07-06 00:00:00
LOAN0003970,CUST002571,Tunaiku KTA,50000000,12,21.23,2025-12-23,LUNAS,0,0,0,2027-01-07 00:00:00
LOAN0003971,CUST003260,Tunaiku KTA,2000000,6,20.7,2023-03-04,LANCAR,0,0,679869,2023-08-08 00:00:00
LOAN0003972,CUST002533,Tunaiku KTA,5000000,12,22.96,2023-10-22,LUNAS,0,0,0,2024-09-08 00:00:00
LOAN0003973,CUST003345,Tunaiku Mikro,2000000,6,29.6,2025-11-03,LANCAR,0,0,1282279,2026-04-12 00:00:00
LOAN0003974,CUST001760,Tunaiku KTA,10000000,12,35.56,2022-05-26,LUNAS,0,0,0,2022-12-11 00:00:00
LOAN0003975,CUST001015,Tunaiku Mikro,5000000,12,35.88,2023-09-04,LANCAR,0,0,1027630,2024-06-29 00:00:00
LOAN0003976,CUST000728,Tunaiku Mikro,5000000,3,17.59,2024-09-11,LUNAS,0,0,0,2025-05-09 00:00:00
LOAN0003977,CUST004188,Tunaiku Mikro,5000000,18,13.12,2024-12-19,LANCAR,0,0,4141761,2025-07-17 00:00:00
LOAN0003978,CUST001019,SMB Invoice Financing,10000000,36,18.97,2023-03-10,LANCAR,0,0,6353776,2023-04-28 00:00:00
LOAN0003979,CUST000640,Tunaiku KTA,50000000,18,13.32,2025-11-23,LANCAR,0,0,26738687,2026-10-20 00:00:00
LOAN0003980,CUST000226,Tunaiku Mikro,10000000,6,22.77,2024-02-05,LANCAR,0,0,5466561,2024-09-22 00:00:00
LOAN0003981,CUST004224,Tunaiku KTA,100000000,24,18.12,2024-02-22,LANCAR,0,0,17815717,2024-08-16 00:00:00
LOAN0003982,CUST003785,Tunaiku Mikro,10000000,3,29.63,2024-10-28,LANCAR,0,0,9701108,2025-09-23 00:00:00
LOAN0003983,CUST004614,SMB Modal Usaha,2000000,18,15.95,2022-08-25,LANCAR,0,0,1470727,2022-09-22 00:00:00
LOAN0003984,CUST004695,Tunaiku KTA,50000000,24,19.15,2026-03-03,LUNAS,0,0,0,2026-10-22 00:00:00
LOAN0003985,CUST002319,Tunaiku Mikro,10000000,6,24.24,2025-09-03,LUNAS,0,0,0,2026-05-11 00:00:00
LOAN0003986,CUST003943,Tunaiku KTA,2000000,24,22.73,2023-08-06,LANCAR,0,0,1839626,2024-05-01 00:00:00
LOAN0003987,CUST002951,SMB Invoice Financing,5000000,36,14.25,2026-02-10,LUNAS,0,0,0,2026-08-24 00:00:00
LOAN0003988,CUST002987,Tunaiku KTA,25000000,12,31.26,2022-02-07,LANCAR,0,0,10161411,2022-03-12 00:00:00
LOAN0003989,CUST004980,Tunaiku KTA,5000000,6,16.43,2024-02-23,LANCAR,0,0,3407400,2024-12-19 00:00:00
LOAN0003990,CUST002879,Tunaiku Mikro,10000000,6,31.31,2023-04-17,LANCAR,0,0,7988136,2024-01-13 00:00:00
LOAN0003991,CUST003208,Tunaiku KTA,50000000,36,29.58,2023-09-09,LUNAS,0,0,0,2024-01-09 00:00:00
LOAN0003992,CUST003231,SMB Invoice Financing,2000000,24,34.33,2025-09-09,LANCAR,0,0,1804453,2026-07-10 00:00:00
LOAN0003993,CUST001239,Tunaiku Mikro,25000000,3,21.97,2023-02-16,LANCAR,0,0,24111263,2024-02-16 00:00:00
LOAN0003994,CUST000478,Tunaiku KTA,25000000,36,12.92,2023-12-10,LUNAS,0,0,0,2024-01-20 00:00:00
LOAN0003995,CUST004496,Tunaiku KTA,25000000,6,25.15,2023-12-02,LUNAS,0,0,0,2024-02-15 00:00:00
LOAN0003996,CUST001527,Tunaiku Mikro,10000000,18,23.91,2022-06-30,LUNAS,0,0,0,2023-03-03 00:00:00
LOAN0003997,CUST004898,Tunaiku Mikro,5000000,12,18.41,2025-05-07,LUNAS,0,0,0,2025-10-22 00:00:00
LOAN0003998,CUST004164,SMB Invoice Financing,100000000,12,20.47,2023-03-19,LUNAS,0,0,0,2023-03-31 00:00:00
LOAN0003999,CUST002102,Tunaiku KTA,25000000,36,34.2,2022-11-30,LANCAR,0,0,19631352,2023-06-12 00:00:00
LOAN0004000,CUST004664,Tunaiku Mikro,10000000,6,18.97,2025-08-05,LANCAR,0,0,3980418,2026-08-23 00:00:00
LOAN0004001,CUST004718,Tunaiku KTA,5000000,12,30.3,2025-09-08,LANCAR,0,0,3257716,2026-05-23 00:00:00
LOAN0004002,CUST004736,Tunaiku KTA,25000000,6,27.03,2026-03-30,LANCAR,0,0,7922920,2027-04-27 00:00:00
LOAN0004003,CUST004233,Tunaiku KTA,2000000,18,19.88,2023-01-13,LUNAS,0,0,0,2024-02-16 00:00:00
LOAN0004004,CUST001881,Tunaiku Mikro,10000000,24,27.16,2023-11-26,LANCAR,0,0,1508940,2024-01-23 00:00:00
LOAN0004005,CUST000928,SMB Modal Usaha,2000000,3,18.64,2023-11-07,LUNAS,0,0,0,2024-02-19 00:00:00
LOAN0004006,CUST000361,Tunaiku Mikro,5000000,36,22.37,2026-02-03,LANCAR,0,0,2055279,2026-11-17 00:00:00
LOAN0004007,CUST002444,SMB Invoice Financing,50000000,3,32.65,2025-08-20,DPD90,95,1,40543206,2025-11-13 00:00:00
LOAN0004008,CUST002506,Tunaiku KTA,2000000,3,29.37,2022-12-19,LANCAR,0,0,538573,2023-06-24 00:00:00
LOAN0004009,CUST000432,Tunaiku KTA,50000000,6,16.44,2023-11-17,LANCAR,0,0,20125205,2024-04-04 00:00:00
LOAN0004010,CUST003533,Tunaiku Mikro,2000000,36,25.86,2022-05-06,DPD60,65,1,1776496,2022-11-06 00:00:00
LOAN0004011,CUST004296,Tunaiku Mikro,50000000,36,27.21,2022-08-21,LANCAR,0,0,29951082,2022-10-05 00:00:00
LOAN0004012,CUST004082,Tunaiku KTA,10000000,24,26.28,2023-07-01,LANCAR,0,0,3010997,2024-03-15 00:00:00
LOAN0004013,CUST004880,Tunaiku Mikro,2000000,18,24.91,2024-11-03,LANCAR,0,0,721433,2025-04-27 00:00:00
LOAN0004014,CUST004290,Tunaiku Mikro,100000000,3,32.0,2022-05-12,LANCAR,0,0,26157838,2022-12-12 00:00:00
LOAN0004015,CUST000893,Tunaiku Mikro,25000000,12,34.73,2026-01-12,LANCAR,0,0,5344935,2026-04-14 00:00:00
LOAN0004016,CUST000001,SMB Invoice Financing,10000000,12,16.67,2023-04-03,DPD90,95,1,7854914,2023-06-05 00:00:00
LOAN0004017,CUST002380,Tunaiku KTA,2000000,18,34.19,2026-03-08,LANCAR,0,0,1491158,2026-04-18 00:00:00
LOAN0004018,CUST003671,SMB Invoice Financing,5000000,12,28.7,2024-07-11,LANCAR,0,0,2204648,2024-11-12 00:00:00
LOAN0004019,CUST004434,Tunaiku Mikro,2000000,36,17.68,2022-09-08,LANCAR,0,0,791990,2022-11-21 00:00:00
LOAN0004020,CUST000463,Tunaiku Mikro,5000000,18,17.26,2023-03-10,LANCAR,0,0,3688999,2024-02-18 00:00:00
LOAN0004021,CUST004695,Tunaiku Mikro,50000000,12,17.63,2023-01-12,LUNAS,0,0,0,2023-01-17 00:00:00
LOAN0004022,CUST003094,Tunaiku KTA,2000000,18,29.93,2023-08-22,DPD30,35,1,1244948,2024-02-24 00:00:00
LOAN0004023,CUST000676,Tunaiku KTA,50000000,12,15.09,2025-08-20,LANCAR,0,0,39730555,2026-05-09 00:00:00
LOAN0004024,CUST002753,Tunaiku Mikro,25000000,12,12.13,2022-06-19,LANCAR,0,0,8840818,2023-02-01 00:00:00
LOAN0004025,CUST001408,Tunaiku Mikro,25000000,3,23.03,2025-12-03,DPD60,65,1,3392288,2026-11-09 00:00:00
LOAN0004026,CUST003271,Tunaiku Mikro,2000000,6,30.62,2022-06-09,LUNAS,0,0,0,2022-08-13 00:00:00
LOAN0004027,CUST001632,Tunaiku Mikro,5000000,18,20.14,2025-07-30,LANCAR,0,0,3737422,2026-05-22 00:00:00
LOAN0004028,CUST000292,SMB Invoice Financing,10000000,18,12.57,2023-05-11,LANCAR,0,0,5749109,2024-03-08 00:00:00
LOAN0004029,CUST004609,Tunaiku Mikro,2000000,36,14.38,2022-07-05,LANCAR,0,0,1229760,2023-06-20 00:00:00
LOAN0004030,CUST001862,SMB Modal Usaha,25000000,18,23.15,2022-03-31,LUNAS,0,0,0,2023-04-09 00:00:00
LOAN0004031,CUST003012,Tunaiku KTA,5000000,36,32.06,2024-11-15,LANCAR,0,0,2675370,2025-07-05 00:00:00
LOAN0004032,CUST000424,Tunaiku Mikro,25000000,3,25.57,2025-12-05,LANCAR,0,0,4349487,2026-02-14 00:00:00
LOAN0004033,CUST004344,SMB Modal Usaha,2000000,24,17.89,2025-09-23,LANCAR,0,0,1699993,2026-03-27 00:00:00
LOAN0004034,CUST001389,SMB Invoice Financing,10000000,24,34.33,2022-02-03,LUNAS,0,0,0,2022-05-13 00:00:00
LOAN0004035,CUST003287,Tunaiku KTA,5000000,36,28.93,2022-08-03,LUNAS,0,0,0,2023-05-11 00:00:00
LOAN0004036,CUST002933,Tunaiku KTA,2000000,24,16.37,2025-10-14,LANCAR,0,0,934382,2026-02-08 00:00:00
LOAN0004037,CUST003843,Tunaiku Mikro,100000000,18,17.98,2025-11-13,LANCAR,0,0,14377460,2025-12-31 00:00:00
LOAN0004038,CUST001025,Tunaiku Mikro,2000000,36,34.97,2026-01-04,LUNAS,0,0,0,2026-01-15 00:00:00
LOAN0004039,CUST003275,Tunaiku KTA,2000000,12,31.43,2025-07-01,LANCAR,0,0,955256,2025-10-03 00:00:00
LOAN0004040,CUST002330,Tunaiku KTA,2000000,6,15.41,2023-05-20,LANCAR,0,0,382482,2024-04-24 00:00:00
LOAN0004041,CUST003406,Tunaiku KTA,25000000,6,24.6,2023-10-16,LANCAR,0,0,2755478,2024-07-19 00:00:00
LOAN0004042,CUST004818,Tunaiku KTA,25000000,12,13.7,2022-02-07,LANCAR,0,0,15368083,2022-04-14 00:00:00
LOAN0004043,CUST001524,Tunaiku KTA,25000000,6,25.98,2023-03-06,LUNAS,0,0,0,2024-02-25 00:00:00
LOAN0004044,CUST001483,Tunaiku Mikro,50000000,3,30.58,2025-05-18,LUNAS,0,0,0,2025-07-10 00:00:00
LOAN0004045,CUST004632,Tunaiku Mikro,10000000,12,27.13,2024-06-05,LANCAR,0,0,3456972,2025-01-12 00:00:00
LOAN0004046,CUST002792,Tunaiku Mikro,2000000,24,25.93,2025-05-15,LANCAR,0,0,1846469,2025-08-01 00:00:00
LOAN0004047,CUST001152,Tunaiku Mikro,25000000,24,20.72,2022-05-06,LANCAR,0,0,23926410,2022-06-30 00:00:00
LOAN0004048,CUST003876,Tunaiku Mikro,5000000,3,20.79,2022-11-09,LUNAS,0,0,0,2023-03-30 00:00:00
LOAN0004049,CUST002810,Tunaiku KTA,2000000,6,33.93,2022-07-13,LANCAR,0,0,377601,2023-04-25 00:00:00
LOAN0004050,CUST002878,SMB Invoice Financing,5000000,6,18.86,2022-07-23,LUNAS,0,0,0,2023-03-05 00:00:00
LOAN0004051,CUST002456,Tunaiku KTA,50000000,24,30.81,2023-04-27,LANCAR,0,0,33837563,2024-02-25 00:00:00
LOAN0004052,CUST001693,Tunaiku KTA,25000000,12,23.64,2023-11-11,LANCAR,0,0,14738793,2024-01-16 00:00:00
LOAN0004053,CUST004957,Tunaiku Mikro,50000000,18,28.74,2022-05-25,LANCAR,0,0,7760936,2023-02-04 00:00:00
LOAN0004054,CUST001499,Tunaiku KTA,100000000,3,26.82,2025-10-15,LUNAS,0,0,0,2026-03-31 00:00:00
LOAN0004055,CUST000108,SMB Modal Usaha,25000000,12,12.32,2024-11-29,LANCAR,0,0,21891898,2025-10-05 00:00:00
LOAN0004056,CUST001823,Tunaiku KTA,2000000,6,15.6,2025-03-08,LANCAR,0,0,622345,2026-01-25 00:00:00
LOAN0004057,CUST000203,Tunaiku Mikro,5000000,12,13.83,2025-03-20,LUNAS,0,0,0,2025-10-06 00:00:00
LOAN0004058,CUST004206,Tunaiku Mikro,2000000,3,24.38,2022-11-06,LANCAR,0,0,435601,2023-04-09 00:00:00
LOAN0004059,CUST002734,Tunaiku KTA,5000000,3,27.69,2023-10-26,LANCAR,0,0,630159,2023-11-21 00:00:00
LOAN0004060,CUST001050,Tunaiku Mikro,2000000,6,30.04,2023-05-09,LANCAR,0,0,1953173,2023-11-06 00:00:00
LOAN0004061,CUST002327,Tunaiku Mikro,2000000,18,35.06,2022-06-13,DPD30,35,1,812814,2023-05-08 00:00:00
LOAN0004062,CUST002033,Tunaiku Mikro,2000000,3,30.25,2026-02-22,LANCAR,0,0,688827,2026-03-19 00:00:00
LOAN0004063,CUST003060,Tunaiku Mikro,2000000,24,14.93,2025-11-17,LANCAR,0,0,1412054,2026-09-13 00:00:00
LOAN0004064,CUST001913,SMB Modal Usaha,5000000,18,34.51,2026-04-08,LANCAR,0,0,4549377,2026-10-10 00:00:00
LOAN0004065,CUST001049,Tunaiku Mikro,25000000,36,16.78,2023-02-10,LUNAS,0,0,0,2023-04-14 00:00:00
LOAN0004066,CUST001913,SMB Invoice Financing,50000000,3,16.82,2025-03-27,LUNAS,0,0,0,2025-11-06 00:00:00
LOAN0004067,CUST001893,Tunaiku KTA,50000000,18,12.49,2024-03-30,LANCAR,0,0,45784233,2024-07-24 00:00:00
LOAN0004068,CUST001484,Tunaiku Mikro,5000000,12,12.64,2026-03-15,LUNAS,0,0,0,2027-02-08 00:00:00
LOAN0004069,CUST004326,Tunaiku Mikro,2000000,3,21.82,2022-04-06,LANCAR,0,0,567843,2023-02-21 00:00:00
LOAN0004070,CUST003945,Tunaiku KTA,2000000,24,19.77,2026-03-25,LANCAR,0,0,1468091,2026-10-02 00:00:00
LOAN0004071,CUST002908,Tunaiku KTA,50000000,6,32.47,2025-08-03,LUNAS,0,0,0,2025-08-23 00:00:00
LOAN0004072,CUST000926,Tunaiku Mikro,50000000,6,28.62,2024-03-09,DPD60,65,1,6115101,2025-01-14 00:00:00
LOAN0004073,CUST003468,Tunaiku KTA,5000000,18,25.7,2026-02-10,LUNAS,0,0,0,2026-08-13 00:00:00
LOAN0004074,CUST000910,Tunaiku KTA,10000000,3,28.34,2023-08-05,LUNAS,0,0,0,2024-06-17 00:00:00
LOAN0004075,CUST003762,SMB Modal Usaha,50000000,12,23.75,2025-03-20,LANCAR,0,0,35069798,2025-12-14 00:00:00
LOAN0004076,CUST000389,Tunaiku KTA,10000000,3,20.8,2023-12-13,DPD60,65,1,6556470,2024-05-18 00:00:00
LOAN0004077,CUST001547,Tunaiku KTA,10000000,12,14.2,2022-06-28,LUNAS,0,0,0,2022-12-08 00:00:00
LOAN0004078,CUST001318,SMB Modal Usaha,25000000,6,35.63,2022-09-15,DPD60,65,1,19186333,2023-08-09 00:00:00
LOAN0004079,CUST000425,SMB Invoice Financing,5000000,24,35.97,2022-10-26,LANCAR,0,0,779625,2023-04-15 00:00:00
LOAN0004080,CUST001646,Tunaiku KTA,100000000,18,29.54,2023-02-28,LANCAR,0,0,69654189,2023-10-02 00:00:00
LOAN0004081,CUST002777,Tunaiku Mikro,5000000,24,23.9,2023-05-13,LANCAR,0,0,946935,2023-09-18 00:00:00
LOAN0004082,CUST002954,Tunaiku KTA,100000000,6,28.79,2022-01-06,LANCAR,0,0,10907275,2022-07-14 00:00:00
LOAN0004083,CUST001354,Tunaiku Mikro,10000000,36,29.23,2022-10-23,LANCAR,0,0,1143793,2023-04-18 00:00:00
LOAN0004084,CUST001180,Tunaiku KTA,25000000,12,14.55,2023-05-16,DPD60,65,1,10733107,2024-05-05 00:00:00
LOAN0004085,CUST000554,SMB Modal Usaha,25000000,12,28.39,2025-12-24,LANCAR,0,0,7105226,2027-01-26 00:00:00
LOAN0004086,CUST004171,Tunaiku Mikro,5000000,6,12.89,2022-06-18,LUNAS,0,0,0,2023-01-04 00:00:00
LOAN0004087,CUST001943,Tunaiku KTA,25000000,12,35.41,2026-04-01,LANCAR,0,0,3986414,2027-04-04 00:00:00
LOAN0004088,CUST003327,Tunaiku Mikro,10000000,3,18.98,2022-10-22,LANCAR,0,0,6726952,2023-05-31 00:00:00
LOAN0004089,CUST003760,SMB Modal Usaha,10000000,12,21.74,2022-02-28,LANCAR,0,0,2460996,2022-12-04 00:00:00
LOAN0004090,CUST003066,Tunaiku Mikro,50000000,6,29.3,2022-02-05,LUNAS,0,0,0,2022-04-06 00:00:00
LOAN0004091,CUST002956,Tunaiku KTA,2000000,6,31.08,2025-10-06,LANCAR,0,0,836617,2025-11-15 00:00:00
LOAN0004092,CUST002907,Tunaiku KTA,10000000,3,29.52,2026-04-03,LANCAR,0,0,5443021,2026-06-01 00:00:00
LOAN0004093,CUST000676,Tunaiku KTA,2000000,24,13.03,2025-03-15,LANCAR,0,0,968821,2025-06-27 00:00:00
LOAN0004094,CUST002839,Tunaiku KTA,50000000,6,30.29,2026-03-20,LANCAR,0,0,22425432,2026-08-29 00:00:00
LOAN0004095,CUST001800,SMB Modal Usaha,2000000,6,29.01,2023-09-30,DPD60,65,1,1043006,2024-08-17 00:00:00
LOAN0004096,CUST002950,Tunaiku Mikro,5000000,6,22.49,2024-10-31,LUNAS,0,0,0,2025-01-09 00:00:00
LOAN0004097,CUST004339,Tunaiku KTA,2000000,3,15.36,2023-10-04,LANCAR,0,0,745511,2024-05-29 00:00:00
LOAN0004098,CUST003210,Tunaiku Mikro,100000000,6,23.1,2022-01-18,DPD60,65,1,10004987,2022-10-30 00:00:00
LOAN0004099,CUST001192,Tunaiku KTA,5000000,18,35.82,2024-07-13,LANCAR,0,0,3298999,2024-09-10 00:00:00
LOAN0004100,CUST004298,Tunaiku Mikro,50000000,6,19.14,2024-05-12,DPD60,65,1,28184546,2024-07-18 00:00:00
LOAN0004101,CUST004070,Tunaiku Mikro,25000000,12,33.44,2025-08-12,LANCAR,0,0,18826658,2026-07-26 00:00:00
LOAN0004102,CUST004630,Tunaiku Mikro,10000000,12,13.35,2022-10-29,LUNAS,0,0,0,2023-09-22 00:00:00
LOAN0004103,CUST003290,Tunaiku KTA,10000000,12,31.12,2025-11-30,LANCAR,0,0,3606270,2026-04-03 00:00:00
LOAN0004104,CUST000977,Tunaiku Mikro,5000000,12,28.77,2024-02-17,LUNAS,0,0,0,2024-03-31 00:00:00
LOAN0004105,CUST003405,Tunaiku KTA,2000000,36,23.07,2022-04-16,LUNAS,0,0,0,2023-04-02 00:00:00
LOAN0004106,CUST002161,SMB Invoice Financing,2000000,3,17.35,2022-11-14,LUNAS,0,0,0,2023-05-21 00:00:00
LOAN0004107,CUST004221,Tunaiku Mikro,2000000,3,20.97,2023-10-28,DPD30,35,1,674849,2024-01-06 00:00:00
LOAN0004108,CUST002138,SMB Modal Usaha,50000000,12,17.49,2022-08-03,LANCAR,0,0,12474866,2023-02-08 00:00:00
LOAN0004109,CUST002491,SMB Invoice Financing,2000000,3,14.18,2025-10-28,DPD60,65,1,1595884,2026-10-06 00:00:00
LOAN0004110,CUST004481,Tunaiku Mikro,5000000,6,25.09,2025-09-11,LUNAS,0,0,0,2025-09-25 00:00:00
LOAN0004111,CUST000222,Tunaiku Mikro,10000000,18,29.1,2023-10-25,LANCAR,0,0,5776264,2024-07-08 00:00:00
LOAN0004112,CUST004536,Tunaiku Mikro,10000000,3,17.8,2024-09-20,LUNAS,0,0,0,2025-05-11 00:00:00
LOAN0004113,CUST001482,SMB Invoice Financing,100000000,36,20.99,2024-06-14,DPD30,35,1,25863797,2025-04-28 00:00:00
LOAN0004114,CUST002274,Tunaiku KTA,25000000,12,32.4,2023-08-13,DPD60,65,1,10997331,2023-11-03 00:00:00
LOAN0004115,CUST001707,Tunaiku KTA,100000000,12,17.63,2024-07-23,LANCAR,0,0,22885801,2025-02-04 00:00:00
LOAN0004116,CUST002072,Tunaiku Mikro,2000000,12,25.84,2024-04-11,LANCAR,0,0,1753458,2024-09-19 00:00:00
LOAN0004117,CUST004803,SMB Invoice Financing,100000000,6,22.38,2025-07-08,LANCAR,0,0,95990689,2025-08-26 00:00:00
LOAN0004118,CUST000756,Tunaiku KTA,2000000,3,25.91,2022-04-26,LANCAR,0,0,1772139,2022-06-18 00:00:00
LOAN0004119,CUST004095,Tunaiku KTA,100000000,12,35.37,2023-01-29,LANCAR,0,0,13354294,2023-10-30 00:00:00
LOAN0004120,CUST001702,Tunaiku KTA,2000000,6,25.14,2023-01-17,LUNAS,0,0,0,2023-06-15 00:00:00
LOAN0004121,CUST001917,Tunaiku Mikro,10000000,12,25.12,2022-07-06,LANCAR,0,0,7841956,2022-09-03 00:00:00
LOAN0004122,CUST000474,SMB Invoice Financing,5000000,6,21.09,2023-10-29,LANCAR,0,0,1184907,2024-09-17 00:00:00
LOAN0004123,CUST003606,Tunaiku KTA,5000000,3,15.13,2024-08-14,LANCAR,0,0,1870449,2025-09-06 00:00:00
LOAN0004124,CUST003687,Tunaiku Mikro,25000000,6,27.9,2022-01-11,LANCAR,0,0,2505656,2022-12-17 00:00:00
LOAN0004125,CUST003731,Tunaiku KTA,25000000,3,20.08,2024-08-28,LANCAR,0,0,3224997,2025-03-22 00:00:00
