repayment_id,loan_id,due_date,paid_date,amount_due,amount_paid,is_late
RPM00019183,LOAN0006290,2025-08-18,2025-09-01,300000,300000,1
RPM00019184,LOAN0000560,2024-12-22,2024-12-19,2000000,2000000,0
RPM00019185,LOAN0007692,2022-09-12,2022-09-12,4000000,4000000,0
RPM00019186,LOAN0005642,2022-02-19,2022-03-06,300000,300000,1
RPM00019187,LOAN0007910,2022-08-23,2022-08-22,1000000,356414,0
RPM00019188,LOAN0006326,2024-03-05,2024-03-02,1000000,1000000,0
RPM00019189,LOAN0000617,2023-05-18,2023-05-19,2000000,2000000,1
RPM00019190,LOAN0003081,2022-08-11,2022-08-10,2000000,2000000,0
RPM00019191,LOAN0002752,2022-02-09,2022-02-08,500000,500000,0
RPM00019192,LOAN0001268,2026-04-19,2026-04-16,500000,500000,0
RPM00019193,LOAN0002064,2025-05-10,2025-05-09,4000000,4000000,0
RPM00019194,LOAN0005451,2025-10-04,2025-10-04,300000,300000,0
RPM00019195,LOAN0002750,2025-03-08,2025-03-07,4000000,4000000,0
RPM00019196,LOAN0000431,2024-12-24,2024-12-23,2000000,2000000,0
RPM00019197,LOAN0004819,2022-07-02,2022-06-30,4000000,4000000,0
RPM00019198,LOAN0002652,2025-07-26,2025-07-26,300000,300000,0
RPM00019199,LOAN0001769,2026-01-09,2026-01-13,2000000,2000000,1
RPM00019200,LOAN0005377,2023-05-05,2023-05-03,4000000,4000000,0
RPM00019201,LOAN0003797,2023-03-27,2023-04-03,300000,300000,1
RPM00019202,LOAN0006127,2022-11-03,2022-11-01,500000,500000,0
RPM00019203,LOAN0004372,2024-01-21,2024-01-19,1000000,1000000,0
RPM00019204,LOAN0005626,2022-09-02,2022-09-16,300000,300000,1
RPM00019205,LOAN0007905,2022-06-14,2022-06-13,4000000,4000000,0
RPM00019206,LOAN0002140,2025-12-18,2025-12-17,500000,500000,0
RPM00019207,LOAN0001838,2022-11-17,2022-11-17,300000,300000,0
RPM00019208,LOAN0006415,2025-10-18,2025-10-15,4000000,4000000,0
RPM00019209,LOAN0002940,2025-01-04,2025-01-16,4000000,4000000,1
RPM00019210,LOAN0003328,2023-04-21,2023-04-20,4000000,4000000,0
RPM00019211,LOAN0003435,2024-04-15,2024-04-12,1000000,1000000,0
RPM00019212,LOAN0002388,2026-04-10,2026-04-10,300000,235936,0
RPM00019213,LOAN0002277,2025-08-14,2025-08-12,300000,300000,0
RPM00019214,LOAN0000394,2025-01-07,2025-01-06,2000000,2000000,0
RPM00019215,LOAN0007233,2024-12-04,2024-12-02,500000,500000,0
RPM00019216,LOAN0004576,2025-08-06,2025-08-03,500000,500000,0
RPM00019217,LOAN0000351,2024-12-11,2024-12-11,2000000,2000000,0
RPM00019218,LOAN0002757,2023-07-11,2023-07-24,300000,300000,1
RPM00019219,LOAN0000645,2023-12-19,2023-12-17,4000000,4000000,0
RPM00019220,LOAN0003812,2024-10-17,2024-10-15,4000000,4000000,0
RPM00019221,LOAN0004978,2025-03-23,2025-03-22,4000000,4000000,0
RPM00019222,LOAN0006641,2024-07-11,2024-07-08,300000,300000,0
RPM00019223,LOAN0003741,2024-02-24,2024-03-03,4000000,4000000,1
RPM00019224,LOAN0003189,2022-11-27,2022-11-24,300000,300000,0
RPM00019225,LOAN0006995,2026-05-10,2026-05-12,2000000,2000000,1
RPM00019226,LOAN0001072,2026-03-19,2026-03-17,500000,500000,0
RPM00019227,LOAN0000414,2023-10-09,2023-10-07,1000000,1000000,0
RPM00019228,LOAN0000478,2025-07-04,2025-07-01,4000000,4000000,0
RPM00019229,LOAN0005703,2023-04-22,2023-04-21,500000,500000,0
RPM00019230,LOAN0003411,2023-08-06,2023-08-05,2000000,2000000,0
RPM00019231,LOAN0006240,2026-03-27,2026-03-25,2000000,2000000,0
RPM00019232,LOAN0003348,2024-05-04,2024-05-03,1000000,1000000,0
RPM00019233,LOAN0007126,2025-02-13,2025-02-10,300000,300000,0
RPM00019234,LOAN0002285,2025-03-07,2025-03-16,300000,300000,1
RPM00019235,LOAN0005548,2022-06-10,2022-06-10,500000,314715,0
RPM00019236,LOAN0001483,2022-07-18,2022-07-17,4000000,4000000,0
RPM00019237,LOAN0005917,2024-01-03,2024-01-01,2000000,2000000,0
RPM00019238,LOAN0004821,2023-06-29,2023-07-16,4000000,4000000,1
RPM00019239,LOAN0003683,2023-12-14,2023-12-28,2000000,2000000,1
RPM00019240,LOAN0006023,2023-10-14,2023-10-12,1000000,1000000,0
RPM00019241,LOAN0004574,2026-02-03,2026-02-03,1000000,1000000,0
RPM00019242,LOAN0000742,2022-11-03,2022-10-31,2000000,2000000,0
RPM00019243,LOAN0005056,2023-01-13,2023-01-10,500000,500000,0
RPM00019244,LOAN0001435,2023-12-29,2023-12-28,300000,300000,0
RPM00019245,LOAN0003568,2023-02-18,2023-02-15,2000000,1764827,0
RPM00019246,LOAN0006876,2022-02-15,2022-02-13,2000000,2000000,0
RPM00019247,LOAN0000675,2023-05-17,2023-05-15,1000000,1000000,0
RPM00019248,LOAN0000313,2025-01-17,2025-01-17,2000000,2000000,0
RPM00019249,LOAN0006402,2024-06-24,2024-06-23,4000000,4000000,0
RPM00019250,LOAN0001788,2024-04-17,2024-04-16,1000000,1000000,0
RPM00019251,LOAN0003909,2025-04-01,2025-03-30,4000000,4000000,0
RPM00019252,LOAN0006470,2025-05-20,2025-05-19,1000000,1000000,0
RPM00019253,LOAN0001262,2024-03-04,2024-03-04,300000,300000,0
RPM00019254,LOAN0002343,2023-08-15,2023-08-14,300000,197604,0
RPM00019255,LOAN0000593,2025-06-16,2025-06-16,2000000,2000000,0
RPM00019256,LOAN0007957,2024-04-08,2024-04-07,500000,500000,0
RPM00019257,LOAN0005676,2022-03-25,2022-03-25,1000000,1000000,0
RPM00019258,LOAN0003930,2024-08-03,2024-08-02,300000,300000,0
RPM00019259,LOAN0006162,2023-03-09,2023-03-09,2000000,2000000,0
RPM00019260,LOAN0004517,2024-09-26,2024-10-21,300000,300000,1
RPM00019261,LOAN0007611,2026-04-18,2026-04-15,300000,300000,0
RPM00019262,LOAN0007019,2022-08-03,2022-07-31,500000,500000,0
RPM00019263,LOAN0001947,2025-11-19,2025-11-18,4000000,4000000,0
RPM00019264,LOAN0002839,2025-09-25,2025-10-19,500000,500000,1
RPM00019265,LOAN0007541,2022-07-19,2022-07-18,300000,300000,0
RPM00019266,LOAN0005847,2024-09-10,2024-09-28,4000000,4000000,1
RPM00019267,LOAN0007284,2022-12-09,2022-12-08,500000,500000,0
RPM00019268,LOAN0000889,2025-08-24,2025-08-22,300000,300000,0
RPM00019269,LOAN0002039,2022-07-13,2022-07-11,300000,300000,0
RPM00019270,LOAN0006064,2022-03-29,2022-04-23,300000,300000,1
RPM00019271,LOAN0005451,2022-06-20,2022-06-17,1000000,1000000,0
RPM00019272,LOAN0003040,2023-08-25,2023-08-24,1000000,1000000,0
RPM00019273,LOAN0006963,2026-03-22,2026-03-22,300000,300000,0
RPM00019274,LOAN0004074,2024-06-20,2024-06-17,2000000,2000000,0
RPM00019275,LOAN0001400,2023-09-01,2023-08-31,2000000,2000000,0
RPM00019276,LOAN0003555,2025-12-17,2025-12-15,1000000,1000000,0
RPM00019277,LOAN0000383,2025-09-01,2025-08-29,2000000,2000000,0
RPM00019278,LOAN0006181,2024-01-26,2024-01-24,4000000,4000000,0
RPM00019279,LOAN0007582,2022-08-20,2022-08-19,500000,500000,0
RPM00019280,LOAN0005520,2023-10-19,2023-10-19,300000,300000,0
RPM00019281,LOAN0007577,2024-06-01,2024-05-31,300000,300000,0
RPM00019282,LOAN0000929,2023-07-01,2023-06-29,4000000,4000000,0
RPM00019283,LOAN0007059,2025-11-25,2025-11-24,2000000,2000000,0
RPM00019284,LOAN0003204,2026-04-19,2026-04-18,4000000,4000000,0
RPM00019285,LOAN0002338,2025-10-17,2025-10-14,4000000,4000000,0
RPM00019286,LOAN0001038,2024-08-08,2024-08-06,4000000,4000000,0
RPM00019287,LOAN0000299,2022-06-14,2022-06-13,1000000,1000000,0
RPM00019288,LOAN0006546,2023-11-11,2023-11-08,1000000,1000000,0
RPM00019289,LOAN0004140,2023-08-08,2023-08-07,1000000,1000000,0
RPM00019290,LOAN0005470,2022-12-20,2022-12-20,2000000,2000000,0
RPM00019291,LOAN0007639,2024-01-06,2024-01-29,1000000,1000000,1
RPM00019292,LOAN0005762,2022-11-04,2022-11-14,4000000,4000000,1
RPM00019293,LOAN0002181,2025-12-06,2025-12-04,300000,300000,0
RPM00019294,LOAN0000864,2023-06-30,2023-07-24,500000,500000,1
RPM00019295,LOAN0007238,2025-02-13,2025-02-27,500000,500000,1
RPM00019296,LOAN0001915,2025-06-15,2025-06-15,2000000,2000000,0
RPM00019297,LOAN0003347,2022-07-17,2022-07-16,500000,500000,0
RPM00019298,LOAN0000999,2022-08-11,2022-08-11,500000,500000,0
RPM00019299,LOAN0004977,2022-09-27,2022-09-26,4000000,4000000,0
RPM00019300,LOAN0000069,2022-12-12,2022-12-17,500000,500000,1
RPM00019301,LOAN0002157,2022-10-08,2022-10-08,4000000,4000000,0
RPM00019302,LOAN0002315,2025-12-14,2025-12-28,2000000,2000000,1
RPM00019303,LOAN0002710,2022-12-21,2023-01-07,4000000,4000000,1
RPM00019304,LOAN0006061,2024-07-16,2024-07-16,500000,500000,0
RPM00019305,LOAN0000897,2025-10-02,2025-10-01,500000,500000,0
RPM00019306,LOAN0003520,2022-02-23,2022-02-22,500000,500000,0
RPM00019307,LOAN0006030,2024-09-04,2024-09-03,2000000,2000000,0
RPM00019308,LOAN0000842,2025-08-27,2025-08-26,1000000,1000000,0
RPM00019309,LOAN0003856,2022-10-05,2022-10-17,300000,300000,1
RPM00019310,LOAN0007978,2022-08-21,2022-08-21,300000,262337,0
RPM00019311,LOAN0006399,2025-09-01,2025-08-29,300000,300000,0
RPM00019312,LOAN0004911,2022-06-14,2022-06-12,500000,500000,0
RPM00019313,LOAN0005865,2025-01-01,2024-12-29,4000000,4000000,0
RPM00019314,LOAN0001352,2025-08-03,2025-07-31,4000000,4000000,0
RPM00019315,LOAN0007760,2026-04-12,2026-04-09,4000000,4000000,0
RPM00019316,LOAN0003804,2026-02-15,2026-02-15,500000,500000,0
RPM00019317,LOAN0001985,2023-07-12,2023-07-12,500000,500000,0
RPM00019318,LOAN0006784,2024-01-12,2024-01-11,2000000,2000000,0
RPM00019319,LOAN0003479,2024-07-06,2024-07-06,500000,500000,0
RPM00019320,LOAN0001867,2023-07-21,2023-07-21,300000,300000,0
RPM00019321,LOAN0004725,2025-08-07,2025-08-07,1000000,1000000,0
RPM00019322,LOAN0004817,2022-12-31,2022-12-29,1000000,1000000,0
RPM00019323,LOAN0000236,2022-07-16,2022-07-13,300000,300000,0
RPM00019324,LOAN0007134,2023-05-20,2023-05-19,4000000,4000000,0
RPM00019325,LOAN0000281,2024-01-09,2024-01-07,2000000,2000000,0
RPM00019326,LOAN0006906,2023-07-14,2023-07-11,4000000,4000000,0
RPM00019327,LOAN0001521,2025-09-30,2025-09-27,2000000,2000000,0
RPM00019328,LOAN0004800,2024-09-20,2024-09-18,4000000,4000000,0
RPM00019329,LOAN0000445,2024-04-18,2024-04-16,500000,500000,0
RPM00019330,LOAN0001401,2024-03-23,2024-03-20,1000000,1000000,0
RPM00019331,LOAN0007721,2023-05-15,2023-05-15,300000,300000,0
RPM00019332,LOAN0002074,2025-04-07,2025-04-07,300000,300000,0
RPM00019333,LOAN0006983,2023-04-06,2023-04-03,300000,300000,0
RPM00019334,LOAN0000824,2024-11-30,2024-11-29,300000,300000,0
RPM00019335,LOAN0005155,2023-06-19,2023-06-19,4000000,4000000,0
RPM00019336,LOAN0006635,2026-03-28,2026-03-27,1000000,1000000,0
RPM00019337,LOAN0000263,2026-02-06,2026-02-06,500000,500000,0
RPM00019338,LOAN0005377,2022-10-17,2022-10-16,4000000,2302870,0
RPM00019339,LOAN0001796,2024-03-08,2024-03-07,1000000,1000000,0
RPM00019340,LOAN0004149,2025-08-17,2025-08-14,2000000,2000000,0
RPM00019341,LOAN0000278,2025-03-14,2025-03-14,500000,500000,0
RPM00019342,LOAN0005055,2025-03-18,2025-03-17,4000000,4000000,0
RPM00019343,LOAN0007374,2022-03-29,2022-03-26,1000000,1000000,0
RPM00019344,LOAN0000534,2024-10-27,2024-10-24,4000000,4000000,0
RPM00019345,LOAN0007520,2025-07-09,2025-07-06,1000000,1000000,0
RPM00019346,LOAN0007668,2026-01-20,2026-01-21,4000000,4000000,1
RPM00019347,LOAN0003829,2023-07-09,2023-07-09,300000,300000,0
RPM00019348,LOAN0007840,2022-06-25,2022-06-24,1000000,1000000,0
RPM00019349,LOAN0003547,2024-04-24,2024-04-23,500000,500000,0
RPM00019350,LOAN0002163,2024-11-09,2024-11-07,1000000,1000000,0
RPM00019351,LOAN0000748,2026-02-15,2026-03-05,2000000,2000000,1
RPM00019352,LOAN0007507,2023-11-27,2023-11-24,300000,300000,0
RPM00019353,LOAN0000088,2022-11-12,2022-11-12,4000000,4000000,0
RPM00019354,LOAN0005490,2024-09-02,2024-08-30,300000,300000,0
RPM00019355,LOAN0005631,2023-11-05,2023-11-03,1000000,1000000,0
RPM00019356,LOAN0005600,2026-03-29,2026-03-29,1000000,1000000,0
RPM00019357,LOAN0000968,2022-02-09,2022-02-09,4000000,4000000,0
RPM00019358,LOAN0002909,2024-12-31,2024-12-30,500000,500000,0
RPM00019359,LOAN0004271,2024-04-17,2024-04-16,500000,500000,0
RPM00019360,LOAN0007664,2024-03-15,2024-03-13,1000000,1000000,0
RPM00019361,LOAN0007756,2023-05-28,2023-06-10,4000000,4000000,1
RPM00019362,LOAN0004235,2024-11-20,2024-11-19,2000000,2000000,0
RPM00019363,LOAN0002847,2026-02-22,2026-02-21,4000000,4000000,0
RPM00019364,LOAN0001559,2025-03-22,2025-03-20,4000000,4000000,0
RPM00019365,LOAN0003987,2024-02-10,2024-02-09,300000,300000,0
RPM00019366,LOAN0003293,2024-12-26,2025-01-07,4000000,4000000,1
RPM00019367,LOAN0005797,2025-02-03,2025-02-02,4000000,4000000,0
RPM00019368,LOAN0005174,2025-11-16,2025-11-30,500000,500000,1
RPM00019369,LOAN0002166,2025-08-22,2025-08-21,500000,500000,0
RPM00019370,LOAN0005080,2025-07-23,2025-07-23,500000,500000,0
RPM00019371,LOAN0007299,2022-06-25,2022-06-24,500000,500000,0
RPM00019372,LOAN0007705,2024-04-15,2024-04-15,4000000,4000000,0
RPM00019373,LOAN0006394,2025-12-29,2025-12-26,4000000,4000000,0
RPM00019374,LOAN0002069,2025-09-06,2025-09-06,500000,500000,0
RPM00019375,LOAN0004841,2026-01-07,2026-01-06,500000,500000,0
RPM00019376,LOAN0002342,2023-10-20,2023-10-19,4000000,2661423,0
RPM00019377,LOAN0007223,2023-09-24,2023-09-23,500000,500000,0
RPM00019378,LOAN0006619,2024-11-10,2024-11-07,1000000,1000000,0
RPM00019379,LOAN0003500,2023-02-12,2023-02-11,1000000,1000000,0
RPM00019380,LOAN0002377,2023-05-10,2023-05-13,4000000,4000000,1
RPM00019381,LOAN0000828,2024-01-09,2024-01-08,4000000,4000000,0
RPM00019382,LOAN0001923,2023-04-02,2023-04-21,500000,500000,1
RPM00019383,LOAN0007351,2022-09-17,2022-09-15,2000000,2000000,0
RPM00019384,LOAN0007318,2025-07-24,2025-08-09,2000000,2000000,1
RPM00019385,LOAN0004879,2022-04-25,2022-04-23,4000000,4000000,0
RPM00019386,LOAN0007475,2025-06-14,2025-06-12,4000000,4000000,0
RPM00019387,LOAN0004649,2023-11-08,2023-11-08,4000000,4000000,0
RPM00019388,LOAN0001990,2022-12-27,2022-12-26,2000000,2000000,0
RPM00019389,LOAN0003574,2023-08-02,2023-07-31,4000000,4000000,0
RPM00019390,LOAN0007284,2024-10-31,2024-10-30,1000000,1000000,0
RPM00019391,LOAN0004609,2026-03-24,2026-03-21,1000000,1000000,0
RPM00019392,LOAN0000858,2023-05-31,2023-05-28,300000,300000,0
RPM00019393,LOAN0004857,2026-05-11,2026-05-11,4000000,4000000,0
RPM00019394,LOAN0004884,2023-07-13,2023-07-11,4000000,4000000,0
RPM00019395,LOAN0004524,2024-07-13,2024-07-13,300000,300000,0
RPM00019396,LOAN0002776,2022-10-12,2022-10-11,4000000,4000000,0
RPM00019397,LOAN0001624,2023-03-16,2023-03-13,300000,300000,0
RPM00019398,LOAN0006334,2024-05-18,2024-05-18,300000,300000,0
RPM00019399,LOAN0003540,2023-02-15,2023-02-15,2000000,2000000,0
RPM00019400,LOAN0004851,2022-04-21,2022-04-18,300000,300000,0
RPM00019401,LOAN0007805,2025-03-12,2025-03-09,1000000,1000000,0
RPM00019402,LOAN0001072,2023-02-11,2023-02-11,4000000,4000000,0
RPM00019403,LOAN0003300,2025-01-17,2025-01-14,2000000,2000000,0
RPM00019404,LOAN0004680,2025-08-24,2025-09-10,4000000,4000000,1
RPM00019405,LOAN0004140,2023-03-11,2023-03-08,1000000,1000000,0
RPM00019406,LOAN0001467,2024-03-23,2024-03-21,2000000,2000000,0
RPM00019407,LOAN0006926,2025-03-24,2025-03-21,2000000,2000000,0
RPM00019408,LOAN0002116,2026-01-25,2026-01-23,500000,500000,0
RPM00019409,LOAN0006889,2023-07-20,2023-07-18,500000,500000,0
RPM00019410,LOAN0006987,2024-05-10,2024-05-07,500000,500000,0
RPM00019411,LOAN0007319,2024-11-22,2024-11-20,2000000,2000000,0
RPM00019412,LOAN0002958,2022-10-04,2022-10-04,500000,500000,0
RPM00019413,LOAN0002888,2025-07-15,2025-07-15,300000,263709,0
RPM00019414,LOAN0001213,2026-02-21,2026-02-20,500000,500000,0
RPM00019415,LOAN0000951,2023-02-13,2023-02-13,500000,500000,0
RPM00019416,LOAN0006460,2026-03-27,2026-03-27,1000000,1000000,0
RPM00019417,LOAN0000833,2025-12-03,2025-12-08,4000000,4000000,1
RPM00019418,LOAN0002647,2024-03-28,2024-03-25,500000,500000,0
RPM00019419,LOAN0004259,2023-10-07,2023-10-05,300000,300000,0
RPM00019420,LOAN0006604,2026-04-03,2026-04-11,300000,209777,1
RPM00019421,LOAN0004223,2023-02-20,2023-02-18,1000000,335593,0
RPM00019422,LOAN0004286,2024-06-08,2024-06-08,500000,500000,0
RPM00019423,LOAN0004554,2024-08-02,2024-08-23,500000,500000,1
RPM00019424,LOAN0003181,2026-05-03,2026-05-01,500000,500000,0
RPM00019425,LOAN0007632,2023-07-09,2023-07-08,1000000,1000000,0
RPM00019426,LOAN0001991,2025-07-05,2025-07-05,4000000,4000000,0
RPM00019427,LOAN0003486,2025-10-29,2025-10-27,4000000,4000000,0
RPM00019428,LOAN0004057,2022-12-20,2022-12-17,4000000,4000000,0
RPM00019429,LOAN0002087,2023-12-05,2023-12-05,2000000,2000000,0
RPM00019430,LOAN0005998,2026-05-10,2026-05-07,500000,500000,0
RPM00019431,LOAN0006425,2024-10-28,2024-10-28,2000000,2000000,0
RPM00019432,LOAN0000836,2022-05-13,2022-05-12,1000000,1000000,0
RPM00019433,LOAN0005337,2022-02-24,2022-02-22,500000,500000,0
RPM00019434,LOAN0007844,2026-02-15,2026-02-13,1000000,1000000,0
RPM00019435,LOAN0006608,2022-10-20,2022-10-19,4000000,4000000,0
RPM00019436,LOAN0004730,2024-12-16,2024-12-23,4000000,4000000,1
RPM00019437,LOAN0007614,2023-12-28,2023-12-26,1000000,1000000,0
RPM00019438,LOAN0005943,2025-10-22,2025-10-19,1000000,1000000,0
RPM00019439,LOAN0005671,2024-08-07,2024-08-07,4000000,1377572,0
RPM00019440,LOAN0004815,2023-01-31,2023-01-29,300000,300000,0
RPM00019441,LOAN0006743,2022-11-04,2022-11-02,500000,500000,0
RPM00019442,LOAN0002307,2025-04-22,2025-04-19,1000000,1000000,0
RPM00019443,LOAN0001950,2025-01-12,2025-01-09,300000,300000,0
RPM00019444,LOAN0002959,2025-09-21,2025-09-26,2000000,2000000,1
RPM00019445,LOAN0003386,2026-05-14,2026-05-12,300000,300000,0
RPM00019446,LOAN0001196,2022-08-21,2022-08-19,4000000,4000000,0
RPM00019447,LOAN0006398,2024-10-21,2024-10-20,4000000,4000000,0
RPM00019448,LOAN0005160,2022-04-28,2022-04-28,4000000,4000000,0
RPM00019449,LOAN0006970,2025-06-09,2025-06-09,2000000,2000000,0
RPM00019450,LOAN0002556,2023-06-21,2023-06-21,2000000,2000000,0
RPM00019451,LOAN0005876,2024-09-04,2024-09-03,300000,300000,0
RPM00019452,LOAN0006971,2022-05-25,2022-05-23,4000000,4000000,0
RPM00019453,LOAN0005782,2022-04-02,2022-04-01,300000,300000,0
RPM00019454,LOAN0000299,2022-10-01,2022-10-01,300000,300000,0
RPM00019455,LOAN0001486,2022-06-27,2022-06-25,2000000,2000000,0
RPM00019456,LOAN0003351,2025-05-13,2025-05-11,2000000,2000000,0
RPM00019457,LOAN0003267,2025-09-06,2025-09-08,2000000,2000000,1
RPM00019458,LOAN0004347,2022-09-25,2022-10-12,1000000,1000000,1
RPM00019459,LOAN0001038,2023-02-10,2023-02-08,4000000,4000000,0
RPM00019460,LOAN0007584,2025-12-06,2025-12-20,1000000,1000000,1
RPM00019461,LOAN0006864,2023-05-25,2023-05-25,4000000,4000000,0
RPM00019462,LOAN0007871,2026-02-27,2026-03-12,1000000,1000000,1
RPM00019463,LOAN0002276,2022-04-20,2022-04-17,500000,500000,0
RPM00019464,LOAN0002688,2025-05-18,2025-05-16,4000000,4000000,0
RPM00019465,LOAN0002552,2024-02-09,2024-03-05,500000,500000,1
RPM00019466,LOAN0007175,2022-09-16,2022-09-14,300000,300000,0
RPM00019467,LOAN0001228,2025-06-03,2025-06-08,4000000,4000000,1
RPM00019468,LOAN0003397,2023-04-20,2023-04-20,1000000,1000000,0
RPM00019469,LOAN0007461,2022-04-24,2022-04-24,300000,300000,0
RPM00019470,LOAN0005813,2023-05-25,2023-05-25,500000,500000,0
RPM00019471,LOAN0001369,2025-01-16,2025-01-14,2000000,2000000,0
RPM00019472,LOAN0006690,2023-03-21,2023-03-18,4000000,4000000,0
RPM00019473,LOAN0007825,2024-02-01,2024-01-30,4000000,4000000,0
RPM00019474,LOAN0006670,2023-10-20,2023-11-08,2000000,2000000,1
RPM00019475,LOAN0004808,2023-01-01,2023-01-07,500000,500000,1
RPM00019476,LOAN0004183,2022-10-02,2022-09-29,300000,300000,0
RPM00019477,LOAN0007982,2022-09-14,2022-09-14,500000,500000,0
RPM00019478,LOAN0000592,2024-06-18,2024-06-16,500000,500000,0
RPM00019479,LOAN0003235,2025-08-03,2025-08-02,2000000,2000000,0
RPM00019480,LOAN0001270,2022-04-24,2022-05-01,4000000,4000000,1
RPM00019481,LOAN0002642,2025-10-18,2025-10-18,300000,300000,0
RPM00019482,LOAN0007589,2024-09-13,2024-09-11,4000000,4000000,0
RPM00019483,LOAN0005013,2025-05-05,2025-05-30,500000,500000,1
RPM00019484,LOAN0006651,2023-02-18,2023-02-27,2000000,2000000,1
RPM00019485,LOAN0003403,2025-09-03,2025-09-01,300000,300000,0
RPM00019486,LOAN0002616,2023-04-19,2023-04-19,1000000,508667,0
RPM00019487,LOAN0007996,2025-07-21,2025-07-19,2000000,2000000,0
RPM00019488,LOAN0004418,2022-10-14,2022-10-14,4000000,4000000,0
RPM00019489,LOAN0007990,2024-12-11,2024-12-11,300000,300000,0
RPM00019490,LOAN0001950,2022-10-28,2022-10-28,2000000,2000000,0
RPM00019491,LOAN0004745,2024-02-06,2024-02-05,1000000,1000000,0
RPM00019492,LOAN0000447,2022-08-06,2022-08-16,1000000,1000000,1
RPM00019493,LOAN0001084,2024-08-01,2024-07-31,2000000,2000000,0
RPM00019494,LOAN0007898,2025-03-17,2025-03-16,500000,500000,0
RPM00019495,LOAN0005907,2023-08-15,2023-08-18,2000000,2000000,1
RPM00019496,LOAN0001448,2024-11-11,2024-11-08,500000,500000,0
RPM00019497,LOAN0001755,2024-05-21,2024-05-20,2000000,2000000,0
RPM00019498,LOAN0001608,2022-08-31,2022-09-18,1000000,1000000,1
RPM00019499,LOAN0007422,2023-04-29,2023-04-27,500000,500000,0
RPM00019500,LOAN0004942,2025-10-16,2025-10-15,1000000,1000000,0
RPM00019501,LOAN0005995,2024-10-30,2024-10-29,2000000,2000000,0
RPM00019502,LOAN0004343,2025-04-01,2025-03-30,4000000,4000000,0
RPM00019503,LOAN0001914,2024-10-16,2024-10-14,500000,500000,0
RPM00019504,LOAN0006446,2025-10-29,2025-10-29,300000,300000,0
RPM00019505,LOAN0001541,2026-04-23,2026-05-02,4000000,4000000,1
RPM00019506,LOAN0002503,2023-07-19,2023-07-19,300000,300000,0
RPM00019507,LOAN0000914,2022-03-19,2022-03-18,2000000,2000000,0
RPM00019508,LOAN0003993,2024-04-11,2024-04-11,500000,500000,0
RPM00019509,LOAN0007043,2023-04-10,2023-04-09,4000000,1787791,0
RPM00019510,LOAN0001030,2023-05-08,2023-05-20,300000,300000,1
RPM00019511,LOAN0006574,2026-02-06,2026-02-05,1000000,1000000,0
RPM00019512,LOAN0003787,2025-02-02,2025-01-31,1000000,1000000,0
RPM00019513,LOAN0001308,2024-08-25,2024-08-26,1000000,1000000,1
RPM00019514,LOAN0006370,2023-03-03,2023-03-03,300000,300000,0
RPM00019515,LOAN0005329,2023-02-16,2023-02-16,1000000,1000000,0
RPM00019516,LOAN0002819,2024-03-24,2024-04-16,500000,500000,1
RPM00019517,LOAN0004482,2025-09-07,2025-09-05,300000,300000,0
RPM00019518,LOAN0000227,2022-04-26,2022-05-13,300000,300000,1
RPM00019519,LOAN0000344,2025-06-12,2025-06-12,2000000,2000000,0
RPM00019520,LOAN0003031,2026-04-05,2026-04-02,4000000,4000000,0
RPM00019521,LOAN0004222,2023-09-26,2023-09-24,1000000,1000000,0
RPM00019522,LOAN0005891,2024-05-18,2024-05-15,4000000,4000000,0
RPM00019523,LOAN0004266,2023-05-12,2023-05-10,2000000,2000000,0
RPM00019524,LOAN0003710,2023-06-27,2023-06-25,1000000,1000000,0
RPM00019525,LOAN0003630,2024-05-15,2024-05-12,4000000,4000000,0
RPM00019526,LOAN0003212,2022-06-08,2022-06-05,500000,500000,0
RPM00019527,LOAN0000106,2022-08-03,2022-08-19,500000,500000,1
RPM00019528,LOAN0004776,2025-10-26,2025-11-13,2000000,2000000,1
RPM00019529,LOAN0007017,2024-09-08,2024-09-24,300000,300000,1
RPM00019530,LOAN0003045,2023-02-04,2023-02-04,300000,300000,0
RPM00019531,LOAN0001028,2023-02-17,2023-02-26,500000,500000,1
RPM00019532,LOAN0005368,2025-02-01,2025-01-30,500000,500000,0
RPM00019533,LOAN0006822,2022-03-19,2022-03-17,500000,500000,0
RPM00019534,LOAN0003107,2025-01-26,2025-01-24,2000000,2000000,0
RPM00019535,LOAN0004318,2025-12-04,2025-12-04,4000000,4000000,0
RPM00019536,LOAN0000532,2025-09-24,2025-09-24,500000,500000,0
RPM00019537,LOAN0004478,2026-04-14,2026-05-03,500000,500000,1
RPM00019538,LOAN0003289,2022-09-06,2022-09-04,500000,500000,0
RPM00019539,LOAN0007006,2023-07-01,2023-06-30,300000,300000,0
RPM00019540,LOAN0002174,2022-02-16,2022-02-16,4000000,4000000,0
RPM00019541,LOAN0007780,2024-01-18,2024-01-16,300000,300000,0
RPM00019542,LOAN0006619,2022-12-19,2022-12-19,500000,500000,0
RPM00019543,LOAN0007279,2025-08-26,2025-08-26,4000000,4000000,0
RPM00019544,LOAN0007526,2025-11-10,2025-11-15,4000000,4000000,1
RPM00019545,LOAN0006005,2022-03-20,2022-03-30,1000000,1000000,1
RPM00019546,LOAN0002426,2024-12-13,2025-01-03,4000000,4000000,1
RPM00019547,LOAN0003178,2024-08-14,2024-09-02,300000,300000,1
