account_id,customer_id,account_type,balance,interest_rate,opened_at,status
ACC0003220,CUST000493,TABUNGAN,2338201,2.14,2023-11-21,ACTIVE
ACC0003221,CUST004064,TABUNGAN,5303670,0.62,2023-06-03,ACTIVE
ACC0003222,CUST001138,TABUNGAN,779873,1.25,2021-08-27,ACTIVE
ACC0003223,CUST004631,TABUNGAN,13322996,1.97,2023-06-05,CLOSED
ACC0003224,CUST001895,DEPOSITO,2738570,3.0,2025-06-16,ACTIVE
ACC0003225,CUST001131,TABUNGAN,8369626,1.95,2022-03-11,ACTIVE
ACC0003226,CUST001537,TABUNGAN,4713141,1.25,2025-03-04,ACTIVE
ACC0003227,CUST004466,TABUNGAN,5395907,3.24,2022-12-09,ACTIVE
ACC0003228,CUST000421,TABUNGAN,6031606,3.04,2022-03-16,DORMANT
ACC0003229,CUST003862,DEPOSITO,3955774,3.45,2023-05-18,ACTIVE
ACC0003230,CUST002601,TABUNGAN,1691388,3.11,2023-09-05,ACTIVE
ACC0003231,CUST003082,TABUNGAN,1548749,2.73,2022-03-28,ACTIVE
ACC0003232,CUST000643,DEPOSITO,2211414,4.16,2023-04-06,ACTIVE
ACC0003233,CUST001811,TABUNGAN,2500644,2.15,2026-02-22,ACTIVE
ACC0003234,CUST000381,DEPOSITO,7045347,3.15,2025-05-17,CLOSED
ACC0003235,CUST004923,TABUNGAN,750760,1.47,2025-11-05,ACTIVE
ACC0003236,CUST002208,TABUNGAN,1912457,0.86,2024-08-24,ACTIVE
ACC0003237,CUST003309,TABUNGAN,1149367,1.74,2023-07-22,ACTIVE
ACC0003238,CUST000214,TABUNGAN,7173147,0.84,2024-06-14,ACTIVE
ACC0003239,CUST000742,TABUNGAN,9984521,1.09,2021-09-15,ACTIVE
ACC0003240,CUST001603,TABUNGAN,1986456,0.95,2025-01-30,ACTIVE
ACC0003241,CUST003101,TABUNGAN,3136464,3.32,2025-06-01,ACTIVE
ACC0003242,CUST002059,DEPOSITO,5064251,5.75,2021-11-17,ACTIVE
ACC0003243,CUST001178,TABUNGAN,30446140,0.67,2025-07-22,ACTIVE
ACC0003244,CUST004800,TABUNGAN,1162003,1.42,2025-11-06,ACTIVE
ACC0003245,CUST004019,TABUNGAN,892004,1.98,2022-05-27,ACTIVE
ACC0003246,CUST003313,TABUNGAN,1195549,1.14,2026-01-15,CLOSED
ACC0003247,CUST004886,TABUNGAN,7512918,1.18,2025-07-26,ACTIVE
ACC0003248,CUST003615,TABUNGAN,27346339,3.01,2025-03-21,ACTIVE
ACC0003249,CUST003339,TABUNGAN,10657552,2.81,2022-09-11,ACTIVE
ACC0003250,CUST004107,TABUNGAN,10056207,2.6,2023-04-05,ACTIVE
ACC0003251,CUST004322,TABUNGAN,3842161,1.1,2024-04-18,ACTIVE
ACC0003252,CUST000119,TABUNGAN,4528418,0.6,2024-11-03,ACTIVE
ACC0003253,CUST000155,TABUNGAN,22083671,2.75,2021-12-06,ACTIVE
ACC0003254,CUST003311,TABUNGAN,9202344,1.99,2025-08-17,ACTIVE
ACC0003255,CUST003833,DEPOSITO,2136449,5.79,2024-08-05,ACTIVE
ACC0003256,CUST003519,TABUNGAN,25134471,1.86,2022-10-01,ACTIVE
ACC0003257,CUST000549,TABUNGAN,5001351,2.3,2025-01-18,ACTIVE
ACC0003258,CUST001630,TABUNGAN,2077982,2.77,2025-09-30,ACTIVE
ACC0003259,CUST003243,TABUNGAN,12099241,1.96,2021-08-24,DORMANT
ACC0003260,CUST003114,DEPOSITO,3894182,5.21,2025-11-06,ACTIVE
ACC0003261,CUST000672,TABUNGAN,6868439,3.31,2024-02-15,ACTIVE
ACC0003262,CUST004854,TABUNGAN,11558224,2.19,2024-05-23,ACTIVE
ACC0003263,CUST004711,TABUNGAN,16269876,2.08,2024-11-11,ACTIVE
ACC0003264,CUST000159,TABUNGAN,2586620,2.32,2022-12-10,DORMANT
ACC0003265,CUST000172,TABUNGAN,1532180,0.57,2025-04-10,ACTIVE
ACC0003266,CUST004412,DEPOSITO,10266780,3.18,2021-09-05,ACTIVE
ACC0003267,CUST004439,TABUNGAN,9556938,1.41,2021-10-13,ACTIVE
ACC0003268,CUST002257,DEPOSITO,6647358,5.69,2024-09-12,ACTIVE
ACC0003269,CUST004606,TABUNGAN,5592436,3.23,2022-01-18,ACTIVE
ACC0003270,CUST002064,TABUNGAN,1533672,0.71,2025-09-19,ACTIVE
ACC0003271,CUST000920,TABUNGAN,1300692,2.32,2023-03-07,ACTIVE
ACC0003272,CUST002691,TABUNGAN,4682934,1.87,2025-06-22,ACTIVE
ACC0003273,CUST001076,TABUNGAN,4759117,0.8,2025-07-26,ACTIVE
ACC0003274,CUST004122,TABUNGAN,10320545,2.5,2023-10-23,ACTIVE
ACC0003275,CUST002693,DEPOSITO,16728298,4.05,2023-11-29,ACTIVE
ACC0003276,CUST000189,TABUNGAN,3548943,1.28,2022-09-09,ACTIVE
ACC0003277,CUST000704,TABUNGAN,591688,3.09,2021-10-08,ACTIVE
ACC0003278,CUST003084,TABUNGAN,1229051,1.8,2026-04-30,ACTIVE
ACC0003279,CUST003830,DEPOSITO,4049967,3.42,2025-03-30,ACTIVE
ACC0003280,CUST002140,TABUNGAN,17304088,1.76,2022-06-28,ACTIVE
ACC0003281,CUST003564,DEPOSITO,232873,5.24,2025-02-17,ACTIVE
ACC0003282,CUST004168,TABUNGAN,9092180,1.71,2025-06-25,ACTIVE
ACC0003283,CUST004227,TABUNGAN,10342332,0.85,2021-08-07,ACTIVE
ACC0003284,CUST003328,TABUNGAN,7899790,2.72,2022-01-24,ACTIVE
ACC0003285,CUST000665,TABUNGAN,3072829,1.12,2024-06-09,ACTIVE
ACC0003286,CUST004746,TABUNGAN,4554405,1.1,2022-01-14,DORMANT
ACC0003287,CUST003943,TABUNGAN,4759869,2.29,2024-03-10,ACTIVE
ACC0003288,CUST000970,TABUNGAN,2346389,1.28,2022-08-23,DORMANT
ACC0003289,CUST001214,DEPOSITO,2133395,3.97,2021-09-16,ACTIVE
ACC0003290,CUST001716,DEPOSITO,2926146,3.12,2023-02-16,CLOSED
ACC0003291,CUST004234,TABUNGAN,3169813,2.67,2024-05-12,ACTIVE
ACC0003292,CUST004633,DEPOSITO,2685997,5.14,2025-03-15,DORMANT
ACC0003293,CUST002471,TABUNGAN,4585071,1.4,2022-06-02,ACTIVE
ACC0003294,CUST001836,TABUNGAN,7762563,2.76,2025-03-19,ACTIVE
ACC0003295,CUST000838,TABUNGAN,4320109,1.82,2023-10-19,ACTIVE
ACC0003296,CUST000004,TABUNGAN,2946191,0.97,2022-10-20,ACTIVE
ACC0003297,CUST001388,TABUNGAN,9294733,3.42,2023-11-14,ACTIVE
ACC0003298,CUST004564,TABUNGAN,3243956,2.25,2024-06-09,DORMANT
ACC0003299,CUST000732,TABUNGAN,2341328,1.01,2022-02-18,ACTIVE
ACC0003300,CUST001723,TABUNGAN,3025643,3.09,2022-04-20,CLOSED
ACC0003301,CUST000562,DEPOSITO,3463018,3.78,2024-11-14,ACTIVE
ACC0003302,CUST001710,DEPOSITO,7225102,3.0,2023-07-03,ACTIVE
ACC0003303,CUST002609,DEPOSITO,7212699,4.66,2024-08-05,ACTIVE
ACC0003304,CUST003332,TABUNGAN,7868706,3.39,2023-05-08,ACTIVE
ACC0003305,CUST002140,DEPOSITO,8532903,4.01,2026-02-19,ACTIVE
ACC0003306,CUST000064,DEPOSITO,1587184,4.26,2021-07-20,ACTIVE
ACC0003307,CUST003307,TABUNGAN,5858714,0.94,2024-09-16,ACTIVE
ACC0003308,CUST004568,TABUNGAN,1192795,0.76,2025-12-06,ACTIVE
ACC0003309,CUST003874,TABUNGAN,1826307,1.5,2021-08-20,CLOSED
ACC0003310,CUST003111,TABUNGAN,1555510,1.48,2024-10-25,ACTIVE
ACC0003311,CUST003568,TABUNGAN,5889086,2.09,2025-02-18,ACTIVE
ACC0003312,CUST002645,TABUNGAN,6132301,0.57,2022-10-16,ACTIVE
ACC0003313,CUST004863,TABUNGAN,12284147,1.67,2024-10-25,ACTIVE
ACC0003314,CUST001674,TABUNGAN,20635141,1.23,2023-05-11,ACTIVE
ACC0003315,CUST000370,TABUNGAN,1855409,2.62,2026-01-20,ACTIVE
ACC0003316,CUST004366,TABUNGAN,6402877,2.22,2024-04-26,ACTIVE
ACC0003317,CUST004735,TABUNGAN,9782537,1.34,2023-08-23,ACTIVE
ACC0003318,CUST002872,TABUNGAN,2987751,1.22,2022-04-10,DORMANT
ACC0003319,CUST000350,DEPOSITO,2531940,3.38,2021-06-06,ACTIVE
ACC0003320,CUST003688,TABUNGAN,13985923,3.4,2022-04-17,ACTIVE
ACC0003321,CUST003347,TABUNGAN,7993693,1.65,2023-08-08,ACTIVE
ACC0003322,CUST000269,DEPOSITO,4104141,5.5,2024-01-21,DORMANT
ACC0003323,CUST000889,DEPOSITO,6223910,4.22,2024-10-13,ACTIVE
ACC0003324,CUST001444,TABUNGAN,4448866,2.68,2023-04-22,ACTIVE
ACC0003325,CUST003407,TABUNGAN,6878762,3.32,2025-11-29,ACTIVE
ACC0003326,CUST002489,TABUNGAN,2816640,3.25,2022-03-18,ACTIVE
ACC0003327,CUST001140,TABUNGAN,616361,3.27,2025-01-13,ACTIVE
ACC0003328,CUST004637,TABUNGAN,726038,2.16,2022-06-10,ACTIVE
ACC0003329,CUST001610,TABUNGAN,21726383,1.36,2024-09-18,ACTIVE
ACC0003330,CUST000184,TABUNGAN,5421829,2.02,2023-08-26,ACTIVE
ACC0003331,CUST001115,TABUNGAN,5885062,1.09,2022-02-05,CLOSED
ACC0003332,CUST002243,TABUNGAN,1257894,2.3,2024-09-08,DORMANT
ACC0003333,CUST003173,TABUNGAN,5810967,2.85,2021-11-06,CLOSED
ACC0003334,CUST001772,DEPOSITO,1440703,5.3,2025-01-26,ACTIVE
ACC0003335,CUST001721,TABUNGAN,935354,2.71,2021-07-24,DORMANT
ACC0003336,CUST001062,TABUNGAN,1008644,1.92,2023-02-28,ACTIVE
ACC0003337,CUST000746,TABUNGAN,2190644,2.44,2025-07-18,ACTIVE
ACC0003338,CUST002059,TABUNGAN,4886350,2.0,2022-03-07,DORMANT
ACC0003339,CUST001784,TABUNGAN,3438744,1.77,2023-07-26,ACTIVE
ACC0003340,CUST003763,DEPOSITO,20511239,3.44,2025-06-07,ACTIVE
ACC0003341,CUST004538,TABUNGAN,3392525,2.5,2024-09-24,DORMANT
ACC0003342,CUST000116,TABUNGAN,18136037,2.59,2022-12-07,DORMANT
ACC0003343,CUST002090,TABUNGAN,6932745,0.81,2024-08-11,ACTIVE
ACC0003344,CUST004957,TABUNGAN,1170632,3.46,2024-08-08,ACTIVE
ACC0003345,CUST003486,TABUNGAN,2652543,3.16,2025-11-06,DORMANT
ACC0003346,CUST002742,DEPOSITO,6892648,4.72,2024-02-18,ACTIVE
ACC0003347,CUST000653,TABUNGAN,11842406,1.53,2021-10-16,DORMANT
ACC0003348,CUST003764,TABUNGAN,2483786,0.78,2025-01-06,ACTIVE
ACC0003349,CUST002940,DEPOSITO,15127243,2.67,2024-05-16,ACTIVE
ACC0003350,CUST001421,TABUNGAN,4406130,2.22,2025-09-05,ACTIVE
ACC0003351,CUST000048,TABUNGAN,3718937,2.43,2025-06-07,ACTIVE
ACC0003352,CUST000177,TABUNGAN,2630786,0.77,2022-09-29,ACTIVE
ACC0003353,CUST000064,TABUNGAN,2527432,2.51,2024-04-15,DORMANT
ACC0003354,CUST004862,DEPOSITO,11205872,5.03,2024-10-05,ACTIVE
ACC0003355,CUST004679,TABUNGAN,4128723,3.07,2023-03-31,DORMANT
ACC0003356,CUST003618,TABUNGAN,9247083,0.52,2025-05-31,ACTIVE
ACC0003357,CUST003611,TABUNGAN,926879,2.78,2024-07-25,ACTIVE
ACC0003358,CUST001994,TABUNGAN,6777764,0.72,2023-10-14,DORMANT
ACC0003359,CUST002998,TABUNGAN,2975602,1.59,2025-05-06,ACTIVE
ACC0003360,CUST004486,TABUNGAN,5934519,1.99,2025-12-30,ACTIVE
ACC0003361,CUST002035,TABUNGAN,57959872,1.33,2023-06-29,DORMANT
ACC0003362,CUST004913,TABUNGAN,2827239,2.47,2026-03-01,DORMANT
ACC0003363,CUST003913,TABUNGAN,57784425,0.97,2021-09-06,DORMANT
ACC0003364,CUST002210,TABUNGAN,1784562,2.66,2025-11-05,ACTIVE
ACC0003365,CUST001587,TABUNGAN,1349271,2.21,2024-07-31,ACTIVE
ACC0003366,CUST000779,DEPOSITO,9149009,3.31,2024-01-07,ACTIVE
ACC0003367,CUST004944,TABUNGAN,3426724,1.43,2021-09-24,ACTIVE
ACC0003368,CUST000471,TABUNGAN,2474544,2.93,2023-08-25,ACTIVE
ACC0003369,CUST001274,TABUNGAN,4867823,0.95,2023-02-07,ACTIVE
ACC0003370,CUST000715,TABUNGAN,4816113,1.82,2024-03-16,ACTIVE
ACC0003371,CUST002214,TABUNGAN,4147706,0.82,2024-04-01,ACTIVE
ACC0003372,CUST004195,TABUNGAN,1796011,0.66,2025-05-29,ACTIVE
ACC0003373,CUST001476,TABUNGAN,2322423,3.44,2026-04-28,ACTIVE
ACC0003374,CUST001946,TABUNGAN,1023660,3.23,2025-01-31,ACTIVE
ACC0003375,CUST000195,TABUNGAN,8684627,3.46,2022-01-19,ACTIVE
ACC0003376,CUST000629,TABUNGAN,3708921,2.42,2025-05-30,ACTIVE
ACC0003377,CUST002934,TABUNGAN,3142728,2.0,2024-05-23,ACTIVE
ACC0003378,CUST004918,TABUNGAN,3887583,1.99,2026-04-17,ACTIVE
ACC0003379,CUST001415,TABUNGAN,7695563,2.13,2023-08-13,CLOSED
ACC0003380,CUST002392,TABUNGAN,3082524,3.43,2022-05-11,ACTIVE
ACC0003381,CUST000993,TABUNGAN,10592055,2.44,2021-09-29,ACTIVE
ACC0003382,CUST004857,DEPOSITO,3069067,3.5,2024-11-04,ACTIVE
ACC0003383,CUST003132,DEPOSITO,725687,4.79,2024-01-02,ACTIVE
ACC0003384,CUST001921,TABUNGAN,22564223,1.38,2022-08-06,ACTIVE
ACC0003385,CUST004749,TABUNGAN,626138,3.17,2024-12-08,CLOSED
ACC0003386,CUST000921,TABUNGAN,1805842,0.97,2024-05-25,ACTIVE
ACC0003387,CUST001248,TABUNGAN,2808379,3.38,2022-04-08,ACTIVE
ACC0003388,CUST004076,TABUNGAN,1253491,2.65,2023-02-23,ACTIVE
ACC0003389,CUST003163,TABUNGAN,6583681,1.66,2026-04-06,ACTIVE
ACC0003390,CUST003664,TABUNGAN,1866506,3.26,2023-02-17,DORMANT
ACC0003391,CUST003056,TABUNGAN,1625814,3.09,2023-10-18,ACTIVE
ACC0003392,CUST001855,DEPOSITO,7761530,4.34,2021-11-26,ACTIVE
ACC0003393,CUST001073,TABUNGAN,7991057,3.22,2024-05-13,DORMANT
ACC0003394,CUST002718,TABUNGAN,9768199,0.91,2024-09-29,DORMANT
ACC0003395,CUST004141,TABUNGAN,8068783,1.31,2024-08-04,ACTIVE
ACC0003396,CUST002083,TABUNGAN,10272313,3.28,2023-05-22,ACTIVE
ACC0003397,CUST002789,TABUNGAN,6066715,2.81,2024-01-04,ACTIVE
ACC0003398,CUST001533,DEPOSITO,1467519,3.35,2025-07-21,ACTIVE
ACC0003399,CUST002973,TABUNGAN,1319626,2.31,2025-07-05,ACTIVE
ACC0003400,CUST002175,TABUNGAN,4593828,3.03,2026-03-11,ACTIVE
ACC0003401,CUST000348,TABUNGAN,12820498,1.02,2024-05-16,DORMANT
ACC0003402,CUST004987,TABUNGAN,9452539,1.29,2024-05-11,ACTIVE
ACC0003403,CUST004302,TABUNGAN,1549940,2.3,2023-05-16,ACTIVE
ACC0003404,CUST003128,TABUNGAN,2014596,1.01,2024-05-15,ACTIVE
ACC0003405,CUST001303,TABUNGAN,2766786,1.85,2025-12-24,ACTIVE
ACC0003406,CUST002192,TABUNGAN,413180,1.76,2025-04-24,ACTIVE
ACC0003407,CUST004680,TABUNGAN,2088484,1.1,2025-09-12,DORMANT
ACC0003408,CUST001706,TABUNGAN,8383648,1.14,2023-07-23,ACTIVE
ACC0003409,CUST003196,TABUNGAN,1690767,0.66,2021-08-13,ACTIVE
ACC0003410,CUST004609,TABUNGAN,2554277,1.92,2022-09-01,ACTIVE
ACC0003411,CUST002088,TABUNGAN,128178,2.19,2024-06-01,ACTIVE
ACC0003412,CUST002163,DEPOSITO,5090431,3.37,2024-11-21,ACTIVE
ACC0003413,CUST002707,TABUNGAN,5427541,1.64,2023-07-21,ACTIVE
ACC0003414,CUST000417,TABUNGAN,5704774,2.74,2026-04-18,ACTIVE
ACC0003415,CUST001595,TABUNGAN,50831093,0.99,2025-04-19,ACTIVE
ACC0003416,CUST004005,TABUNGAN,9735609,1.35,2022-06-09,ACTIVE
ACC0003417,CUST002547,TABUNGAN,1433833,2.97,2026-01-07,ACTIVE
ACC0003418,CUST002089,TABUNGAN,791201,3.21,2024-08-21,ACTIVE
ACC0003419,CUST001826,TABUNGAN,2757325,1.78,2021-09-11,ACTIVE
ACC0003420,CUST000259,TABUNGAN,7159943,1.69,2026-04-06,ACTIVE
ACC0003421,CUST004258,TABUNGAN,1766463,2.44,2022-02-19,ACTIVE
ACC0003422,CUST002994,TABUNGAN,2541517,0.67,2021-08-16,ACTIVE
ACC0003423,CUST004051,TABUNGAN,953323,1.23,2022-06-04,ACTIVE
ACC0003424,CUST001227,TABUNGAN,3668608,2.8,2023-02-03,ACTIVE
ACC0003425,CUST001949,TABUNGAN,3022279,3.33,2022-09-29,ACTIVE
ACC0003426,CUST000017,TABUNGAN,5746935,3.16,2023-11-09,ACTIVE
ACC0003427,CUST003682,TABUNGAN,6096787,3.41,2026-01-19,ACTIVE
ACC0003428,CUST001285,TABUNGAN,10163672,1.13,2022-04-18,ACTIVE
ACC0003429,CUST003049,TABUNGAN,9923963,2.51,2021-06-07,ACTIVE
ACC0003430,CUST003200,TABUNGAN,5334012,1.88,2025-10-13,ACTIVE
ACC0003431,CUST003482,DEPOSITO,8034799,4.38,2026-01-06,ACTIVE
ACC0003432,CUST003979,TABUNGAN,969500,2.59,2021-11-10,ACTIVE
ACC0003433,CUST003293,TABUNGAN,3348508,3.44,2025-10-30,DORMANT
ACC0003434,CUST002074,TABUNGAN,3122643,2.43,2022-07-18,ACTIVE
ACC0003435,CUST003016,TABUNGAN,7982202,3.09,2022-01-30,ACTIVE
ACC0003436,CUST002016,TABUNGAN,3456718,1.81,2024-11-07,ACTIVE
ACC0003437,CUST003950,TABUNGAN,23022990,2.84,2025-02-23,ACTIVE
ACC0003438,CUST000784,TABUNGAN,9272436,3.42,2025-04-02,ACTIVE
ACC0003439,CUST004262,DEPOSITO,6468767,5.87,2024-08-20,ACTIVE
ACC0003440,CUST002844,TABUNGAN,7280270,1.5,2022-03-05,DORMANT
ACC0003441,CUST004075,TABUNGAN,2128982,3.48,2024-04-12,ACTIVE
ACC0003442,CUST001753,TABUNGAN,3184721,2.2,2023-10-13,DORMANT
ACC0003443,CUST001389,TABUNGAN,3972457,2.56,2023-12-18,ACTIVE
ACC0003444,CUST001887,TABUNGAN,2376754,3.13,2023-07-08,ACTIVE
ACC0003445,CUST004809,TABUNGAN,8007074,3.25,2025-01-23,ACTIVE
ACC0003446,CUST002238,DEPOSITO,33417546,3.55,2022-08-18,ACTIVE
ACC0003447,CUST000354,TABUNGAN,2027237,1.26,2026-01-09,ACTIVE
ACC0003448,CUST001795,TABUNGAN,42062114,1.59,2022-02-06,ACTIVE
ACC0003449,CUST004716,TABUNGAN,13744805,1.87,2022-12-28,ACTIVE
ACC0003450,CUST002756,TABUNGAN,2770431,2.13,2023-07-20,ACTIVE
ACC0003451,CUST000471,TABUNGAN,3870979,1.23,2025-11-12,ACTIVE
ACC0003452,CUST002016,TABUNGAN,2915143,3.16,2023-04-17,ACTIVE
ACC0003453,CUST001770,TABUNGAN,1147208,1.66,2024-02-04,ACTIVE
ACC0003454,CUST004063,TABUNGAN,2588694,2.52,2022-11-27,DORMANT
ACC0003455,CUST000752,TABUNGAN,31054818,1.49,2025-11-21,ACTIVE
ACC0003456,CUST002328,TABUNGAN,26283245,0.97,2021-10-20,ACTIVE
ACC0003457,CUST004086,TABUNGAN,1583154,2.97,2024-07-23,ACTIVE
ACC0003458,CUST000057,DEPOSITO,2967317,3.24,2024-02-13,ACTIVE
ACC0003459,CUST001560,TABUNGAN,2680633,3.49,2024-08-17,ACTIVE
ACC0003460,CUST000533,TABUNGAN,9392175,3.18,2022-10-16,ACTIVE
ACC0003461,CUST003265,DEPOSITO,4948841,4.65,2022-08-22,ACTIVE
ACC0003462,CUST002407,DEPOSITO,1527643,2.5,2025-12-20,CLOSED
ACC0003463,CUST001152,TABUNGAN,14451020,2.25,2022-05-22,ACTIVE
ACC0003464,CUST003866,TABUNGAN,1495648,3.1,2024-12-30,DORMANT
ACC0003465,CUST002817,TABUNGAN,4701069,1.99,2026-01-26,ACTIVE
ACC0003466,CUST001603,TABUNGAN,49137529,1.82,2023-06-17,ACTIVE
ACC0003467,CUST001972,TABUNGAN,11026169,1.09,2025-04-29,ACTIVE
ACC0003468,CUST000441,TABUNGAN,12627229,1.76,2022-11-13,ACTIVE
ACC0003469,CUST003104,DEPOSITO,5592194,4.47,2024-07-28,ACTIVE
ACC0003470,CUST004893,TABUNGAN,2033331,3.11,2022-08-13,ACTIVE
ACC0003471,CUST000914,TABUNGAN,6513340,3.1,2022-12-02,ACTIVE
ACC0003472,CUST001500,DEPOSITO,940249,3.56,2026-03-22,DORMANT
ACC0003473,CUST000152,TABUNGAN,20304676,2.68,2021-07-23,ACTIVE
ACC0003474,CUST000043,DEPOSITO,1174912,3.02,2021-06-08,ACTIVE
ACC0003475,CUST003918,TABUNGAN,1617460,2.25,2024-02-23,ACTIVE
ACC0003476,CUST004835,TABUNGAN,8018639,1.5,2021-11-14,ACTIVE
ACC0003477,CUST001329,DEPOSITO,5594604,4.84,2025-03-15,ACTIVE
ACC0003478,CUST002588,TABUNGAN,1228317,0.51,2021-11-19,ACTIVE
ACC0003479,CUST001763,TABUNGAN,9367244,0.66,2024-04-10,DORMANT
ACC0003480,CUST004599,TABUNGAN,17806247,1.02,2021-09-26,ACTIVE
ACC0003481,CUST002780,TABUNGAN,948911,2.64,2021-12-22,ACTIVE
ACC0003482,CUST000408,TABUNGAN,2314106,2.33,2025-09-21,ACTIVE
ACC0003483,CUST004224,DEPOSITO,3138540,4.42,2025-07-01,ACTIVE
ACC0003484,CUST001608,TABUNGAN,2593743,0.77,2024-06-26,ACTIVE
ACC0003485,CUST001065,TABUNGAN,20309419,0.76,2026-01-20,DORMANT
ACC0003486,CUST004343,TABUNGAN,84449486,3.35,2022-10-20,ACTIVE
ACC0003487,CUST001463,TABUNGAN,6374264,2.3,2024-05-10,ACTIVE
ACC0003488,CUST002331,TABUNGAN,25352288,1.26,2024-01-08,DORMANT
ACC0003489,CUST004056,TABUNGAN,17172950,0.55,2023-07-21,DORMANT
ACC0003490,CUST001376,TABUNGAN,5685912,0.79,2025-11-23,ACTIVE
ACC0003491,CUST002480,TABUNGAN,15160077,2.42,2023-02-20,DORMANT
ACC0003492,CUST000790,TABUNGAN,11893244,0.69,2022-09-21,ACTIVE
ACC0003493,CUST004694,DEPOSITO,13106889,5.06,2025-11-19,CLOSED
ACC0003494,CUST001606,TABUNGAN,4175631,0.73,2025-08-07,ACTIVE
ACC0003495,CUST000158,TABUNGAN,10063656,2.39,2026-02-06,ACTIVE
ACC0003496,CUST001884,TABUNGAN,4879718,1.33,2025-02-01,ACTIVE
ACC0003497,CUST004791,TABUNGAN,2496395,2.37,2025-01-21,ACTIVE
ACC0003498,CUST004839,TABUNGAN,1530328,3.44,2022-03-06,CLOSED
ACC0003499,CUST003059,TABUNGAN,474684,3.49,2022-08-06,ACTIVE
ACC0003500,CUST001556,TABUNGAN,4523802,0.84,2023-06-05,ACTIVE
ACC0003501,CUST000051,TABUNGAN,13224278,1.39,2021-08-22,ACTIVE
ACC0003502,CUST000496,DEPOSITO,1070349,3.58,2023-08-17,DORMANT
ACC0003503,CUST002053,TABUNGAN,4456499,3.11,2023-02-04,ACTIVE
ACC0003504,CUST001125,DEPOSITO,1748220,5.49,2022-12-24,ACTIVE
ACC0003505,CUST001981,TABUNGAN,13075881,2.88,2022-02-20,ACTIVE
ACC0003506,CUST002344,TABUNGAN,10042998,3.25,2022-08-08,ACTIVE
ACC0003507,CUST004265,DEPOSITO,8029240,3.26,2026-01-09,ACTIVE
ACC0003508,CUST001570,TABUNGAN,3613343,2.84,2024-08-13,ACTIVE
ACC0003509,CUST003279,TABUNGAN,1918230,3.25,2023-06-08,ACTIVE
ACC0003510,CUST003532,TABUNGAN,747872,1.99,2025-10-04,ACTIVE
ACC0003511,CUST004501,DEPOSITO,10720926,4.25,2024-02-19,DORMANT
ACC0003512,CUST003761,TABUNGAN,8878685,2.94,2023-06-01,ACTIVE
ACC0003513,CUST002911,TABUNGAN,2205655,1.59,2021-09-03,CLOSED
ACC0003514,CUST000306,TABUNGAN,2202849,2.71,2024-04-16,ACTIVE
ACC0003515,CUST001077,DEPOSITO,4612064,5.93,2021-09-02,ACTIVE
ACC0003516,CUST004493,TABUNGAN,1550235,2.39,2022-02-10,ACTIVE
ACC0003517,CUST002131,TABUNGAN,2058745,1.18,2025-11-11,DORMANT
ACC0003518,CUST000926,TABUNGAN,1316964,2.44,2023-10-10,CLOSED
ACC0003519,CUST003170,DEPOSITO,897252,3.06,2026-01-16,ACTIVE
ACC0003520,CUST000259,TABUNGAN,1538522,2.02,2024-09-18,ACTIVE
ACC0003521,CUST004604,TABUNGAN,4352909,1.01,2023-03-16,ACTIVE
ACC0003522,CUST004868,TABUNGAN,6701554,1.4,2024-01-30,ACTIVE
ACC0003523,CUST001999,TABUNGAN,1607815,2.84,2024-02-08,ACTIVE
ACC0003524,CUST000549,TABUNGAN,10894556,1.71,2023-01-07,ACTIVE
ACC0003525,CUST000246,TABUNGAN,7721855,0.75,2022-12-10,ACTIVE
ACC0003526,CUST002572,TABUNGAN,61428853,3.19,2024-03-03,ACTIVE
ACC0003527,CUST003690,TABUNGAN,1754049,3.01,2023-12-17,ACTIVE
ACC0003528,CUST002604,TABUNGAN,6587354,1.92,2025-11-23,ACTIVE
ACC0003529,CUST002901,TABUNGAN,2868117,0.95,2024-03-27,ACTIVE
ACC0003530,CUST000738,TABUNGAN,3442762,3.43,2022-10-24,ACTIVE
ACC0003531,CUST001248,TABUNGAN,2768768,1.28,2025-07-23,ACTIVE
ACC0003532,CUST003828,DEPOSITO,10722936,2.56,2023-11-06,ACTIVE
ACC0003533,CUST001851,TABUNGAN,13669975,1.81,2023-06-24,ACTIVE
ACC0003534,CUST003870,TABUNGAN,1826586,1.36,2026-04-01,ACTIVE
ACC0003535,CUST001815,TABUNGAN,23168976,1.56,2021-12-22,ACTIVE
ACC0003536,CUST002777,DEPOSITO,8232386,3.88,2021-08-26,ACTIVE
ACC0003537,CUST002272,DEPOSITO,2766094,3.06,2024-07-28,ACTIVE
ACC0003538,CUST001196,TABUNGAN,6804394,2.64,2025-12-03,ACTIVE
ACC0003539,CUST001426,TABUNGAN,2478461,2.72,2022-07-04,ACTIVE
ACC0003540,CUST002483,DEPOSITO,5970549,3.72,2024-02-24,ACTIVE
ACC0003541,CUST002424,TABUNGAN,5409136,2.41,2024-10-11,ACTIVE
ACC0003542,CUST002059,TABUNGAN,3595741,1.96,2023-04-24,DORMANT
ACC0003543,CUST003654,TABUNGAN,1864768,0.95,2022-12-18,ACTIVE
ACC0003544,CUST000528,TABUNGAN,7995863,2.27,2026-02-01,ACTIVE
ACC0003545,CUST002718,TABUNGAN,2766712,1.93,2024-08-10,ACTIVE
